Name	Major_Name	Marker	Queried_Name	Queried_Major_Name	feature_length	Raw_Mean_Expression_Minorclass_Marker	Raw_Mean_Expression_Majorclass_Marker	AC	Astrocyte	BC	Cone	Endothelial	HC	MG	Microglia	Pericyte	RGC	RPE	Rod	major_keep	is_major	minor_keep	final_keep
NOVEL_35	RGC	Chrm2	35_Novel	RGC	6053.0		0.15217711	0.3268904	0.011160715	0.22435589	0.0006392499	0.08838821	0.015873017	0.0029566782	0.0019723866	0.004962779	0.15217711	0.0	0.00068127963	False	False	True	True
NOVEL_36	RGC	Coch	36_Novel	RGC	2998.0		0.16537865	0.09652082	0.016369049	0.006663747	0.00085233327	0.006065858	0.031746034	0.0033423319	0.0062458906	0.007444169	0.16537865	0.0	0.00085900474	False	False	True	True
NOVEL_36	RGC	Stxbp6	36_Novel	RGC	5297.0		0.072477736	0.6183488	0.57886904	0.0006641851	0.00021308332	0.16377816	0.0	0.7692506	0.008382643	0.019851116	0.072477736	0.017948719	0.0012440758	False	False	True	True
NOVEL_37	RGC	Ceacam	37_Novel	RGC																False	False	True	True
NOVEL_44	RGC	Bhlhe22	44_Novel	RGC	3344.0		0.05484846	0.8938764	0.23809524	0.053273484	0.0019177499	0.055459272	0.0	0.04113639	0.008382643	0.13895781	0.05484846	0.0	0.0017476303	False	False	True	True
NOVEL_44	RGC	Fxyd6	44_Novel	RGC	4107.0		0.051564414	0.40063527	9.642858	0.0038829283	0.00447475	0.06585789	0.0	4.0934567	0.100262985	0.032258064	0.051564414	0.023076924	0.006398104	True	False	True	True
NOVEL_7	RGC	Tbx20	7_Novel	RGC	11997.0	4.39721	0.24832939	0.00083717034	0.0029761905	0.00016057222	0.0	0.006932409	0.0	0.0026995759	0.00147929	0.012406948	0.24832939	0.0	0.00029620854	False	False	True	True
NOVEL_8	RGC	Tac1	8_Novel	RGC	3399.0	7.220596	1.382044	0.9613917	0.0796131	0.00092693965	0.0059663327	0.008665511	0.055555556	0.012340918	0.0338593	0.022332506	1.382044	0.0025641026	0.0043542655	False	False	True	True
OODSGC	RGC	Cartpt		RGC	1277.0		6.4835553	5.931155	1.6540178	0.008291366	0.023226082	0.08318891	0.23015873	0.055791233	0.4155161	0.08188586	6.4835553	0.015384615	0.037233412	True	False	True	True
RGC	RGC	Rbpms	RGC	RGC	6556.0		6.022923	0.031566247	0.7901786	0.0020363478	0.0059663327	3.5355287	0.12698413	0.39349532	0.9436226	3.2531018	6.022923	0.03846154	0.009952607	True	True	True	True
T-RGC	RGC	Calb2		RGC	1743.0		58.920807	2.7637455	1.40625	0.010772936	0.039633498	0.09272097	0.9206349	0.2353773	1.1145627	0.05955335	58.920807	0.023076924	0.10053317	True	False	True	True
T5-RGC	RGC	Tusc5		RGC																False	False	True	True
T5/F-RGC	RGC	Foxp2		RGC	16346.0		0.6597827	0.006352646	0.118303575	0.0017662945	0.00085233327	0.022530328	0.0	1.4621416	0.0037804076	0.05459057	0.6597827	0.010256411	0.0013625593	False	False	True	True
T5/F-RGC	RGC	Tusc5		RGC																False	False	True	True
V-OODSGC	RGC	Calb2		RGC	1743.0		58.920807	2.7637455	1.40625	0.010772936	0.039633498	0.09272097	0.9206349	0.2353773	1.1145627	0.05955335	58.920807	0.023076924	0.10053317	True	False	True	True
V-OODSGC	RGC	Cartpt		RGC	1277.0		6.4835553	5.931155	1.6540178	0.008291366	0.023226082	0.08318891	0.23015873	0.055791233	0.4155161	0.08188586	6.4835553	0.015384615	0.037233412	True	False	True	True
V-OODSGC	RGC	Col25a1		RGC	13028.0		0.14346868	0.3301406	0.0766369	0.0035179914	0.0025569997	0.0372617	0.0	0.038051162	0.007232084	0.004962779	0.14346868	0.0	0.002606635	False	False	True	True
W3L1	RGC	Serpine2		RGC	8287.0		0.28247693	0.31376654	0.04613095	0.052339245	0.0012784998	0.27989602	0.007936508	0.053605862	1.7220578	0.7692308	0.28247693	0.025641026	0.00085900474	False	False	True	True
ROD	ROD	Cd39	PHOTORECEPTOR	ROD																False	False	True	True
