Major_Name	Name	Ensembl	Marker	Coefficient
BC	BC5C	ENSMUSG00000059857	Ntng1	-0.21830854802904953
BC	BC5C	ENSMUSG00000091537	Tma7	-0.2174520367727577
BC	BC5C	ENSMUSG00000026527	Rgs7	-0.2147537321606157
BC	BC5C	ENSMUSG00000045103	Dmd	-0.20590230010104188
BC	BC5D	ENSMUSG00000032036	Kirrel3	0.833596951690896
BC	BC5D	ENSMUSG00000041014	Nrg3	0.5763868851039855
BC	BC5D	ENSMUSG00000027210	Meis2	0.4946929332557327
BC	BC5D	ENSMUSG00000029108	Pcdh7	0.4837052892522559
BC	BC5D	ENSMUSG00000028565	Nfia	0.34637277537902167
BC	BC5D	ENSMUSG00000052551	Adarb2	0.3292388000198142
BC	BC5D	ENSMUSG00000027777	Schip1	0.31706211274212304
BC	BC5D	ENSMUSG00000060882	Kcnd2	0.31434589057740525
BC	BC5D	ENSMUSG00000034912	Mdga2	0.2904022112135911
BC	BC5D	ENSMUSG00000028289	Epha7	0.2735489236993499
BC	BC5D	ENSMUSG00000064115	Cadm2	0.2712696518938558
BC	BC5D	ENSMUSG00000019943	Atp2b1	0.2696276893863466
BC	BC5D	ENSMUSG00000060780	Lrrtm1	0.2691716020196545
BC	BC5D	ENSMUSG00000021730	Hcn1	0.24382575625386663
BC	BC5D	ENSMUSG00000026527	Rgs7	0.20723469139917758
BC	BC5D	ENSMUSG00000029663	Gngt1	0.2032960472362855
BC	BC5D	ENSMUSG00000055639	Dach1	0.1910115366751149
BC	BC5D	ENSMUSG00000026610	Esrrg	0.18851841422584234
BC	BC5D	ENSMUSG00000034488	Edil3	0.18218103434869595
BC	BC5D	ENSMUSG00000046818	Ddit4l	0.1693713568915569
BC	BC5D	ENSMUSG00000063142	Kcnma1	-0.5266312023404892
BC	BC5D	ENSMUSG00000004630	Pcp2	-0.4911283930633979
BC	BC5D	ENSMUSG00000052613	Pcdh15	-0.37666690105083744
BC	BC5D	ENSMUSG00000026163	Sphkap	-0.3388209401199582
BC	BC5D	ENSMUSG00000052920	Prkg1	-0.31545770172693427
BC	BC5D	ENSMUSG00000059203	Il1rapl2	-0.2988660106809241
BC	BC5D	ENSMUSG00000051910	Sox6	-0.29200860075802026
BC	BC5D	ENSMUSG00000078591	Hs3st4	-0.27003876363506346
BC	BC5D	ENSMUSG00000079523	Tmsb10	-0.2693263275464619
BC	BC5D	ENSMUSG00000025739	Gng13	-0.26574239793680426
BC	BC5D	ENSMUSG00000003949	Hlf	-0.25467026197865283
BC	BC5D	ENSMUSG00000000617	Grm6	-0.2510146409112997
BC	BC5D	ENSMUSG00000031561	Tenm3	-0.2274429459061203
BC	BC5D	ENSMUSG00000059974	Ntm	-0.22592129824208862
BC	BC5D	ENSMUSG00000029673	Auts2	-0.22353166566363583
BC	BC5D	ENSMUSG00000023439	Gnb3	-0.21323674310308952
BC	BC5D	ENSMUSG00000021337	Scgn	-0.21159443955026605
BC	BC5D	ENSMUSG00000049336	Tenm2	-0.20760721435627438
BC	BC5D	ENSMUSG00000037601	Nme1	-0.20395929032225998
BC	BC5D	ENSMUSG00000022935	Grik1	-0.20334825429352382
BC	BC6	ENSMUSG00000033278	Ptprm	0.725501866679466
BC	BC6	ENSMUSG00000058571	Gpc6	0.7113553339134654
BC	BC6	ENSMUSG00000032532	Cck	0.7100039529922039
BC	BC6	ENSMUSG00000050711	Scg2	0.66805305692773
BC	BC6	ENSMUSG00000047161	Chst9	0.5450849524222405
BC	BC6	ENSMUSG00000071424	Grid2	0.5234272797461672
BC	BC6	ENSMUSG00000040420	Cdh18	0.4827394809429737
BC	BC6	ENSMUSG00000021337	Scgn	0.42529914789813494
BC	BC6	ENSMUSG00000024084	Qpct	0.4105720869201431
BC	BC6	ENSMUSG00000039488	Cntn5	0.39355148231668513
BC	BC6	ENSMUSG00000057378	Ryr3	0.3925180211910063
BC	BC6	ENSMUSG00000020444	Guk1	0.39018321673441875
BC	BC6	ENSMUSG00000030523	Trpm1	0.3742166054195598
BC	BC6	ENSMUSG00000062151	Unc13c	0.36402896926348177
BC	BC6	ENSMUSG00000039706	Ldb2	0.3494120752201298
BC	BC6	ENSMUSG00000023439	Gnb3	0.3395307644006132
BC	BC6	ENSMUSG00000041078	Grid1	0.33723515582081237
BC	BC6	ENSMUSG00000098682	Otx2os1	0.33387930468603266
BC	BC6	ENSMUSG00000022025	Cnmd	0.33082047799568276
BC	BC6	ENSMUSG00000042258	Isl1	0.3253056672913899
BC	BC6	ENSMUSG00000064293	Cntn4	-0.8025717207089491
BC	BC6	ENSMUSG00000092341	Malat1	-0.703633175591417
BC	BC6	ENSMUSG00000049252	Lrp1b	-0.6945949430312358
BC	BC6	ENSMUSG00000029108	Pcdh7	-0.5658281562838605
BC	BC6	ENSMUSG00000090223	Pcp4	-0.5305006466578208
BC	BC6	ENSMUSG00000052551	Adarb2	-0.4966125318634146
BC	BC6	ENSMUSG00000004630	Pcp2	-0.4840348048364495
BC	BC6	ENSMUSG00000052920	Prkg1	-0.4791212751601539
BC	BC6	ENSMUSG00000061080	Lsamp	-0.42640703265713353
BC	BC6	ENSMUSG00000031765	Mt1	-0.4018585707652494
BC	BC6	ENSMUSG00000070695	Cntnap5a	-0.40093480327115977
BC	BC6	ENSMUSG00000026872	Zeb2	-0.38546076077310043
BC	BC6	ENSMUSG00000055022	Cntn1	-0.37230076039197235
BC	BC6	ENSMUSG00000063887	Nlgn1	-0.37187392505366884
BC	BC6	ENSMUSG00000002985	Apoe	-0.3637650482915822
BC	BC6	ENSMUSG00000064370	mt-Cytb	-0.3477452153732459
BC	BC6	ENSMUSG00000054728	Phactr1	-0.3359275483221819
BC	BC6	ENSMUSG00000046159	Chrm3	-0.3352435708212765
BC	BC6	ENSMUSG00000027447	Cst3	-0.3345463872111368
BC	BC6	ENSMUSG00000061576	Dpp6	-0.3337441855173042
BC	BC7	ENSMUSG00000059203	Il1rapl2	0.6277376848101505
BC	BC7	ENSMUSG00000079523	Tmsb10	0.5529999230056407
BC	BC7	ENSMUSG00000046159	Chrm3	0.4643206677543358
BC	BC7	ENSMUSG00000078591	Hs3st4	0.43159774640744636
BC	BC7	ENSMUSG00000041540	Sox5	0.418529251905175
BC	BC7	ENSMUSG00000033080	Vsx1	0.3896734229864719
BC	BC7	ENSMUSG00000051985	Igfn1	0.3784747601695717
BC	BC7	ENSMUSG00000027827	Kcnab1	0.35918886306415115
BC	BC7	ENSMUSG00000004630	Pcp2	0.35008013818382056
BC	BC7	ENSMUSG00000021536	Adcy2	0.3449994569259072
BC	BC7	ENSMUSG00000025370	Cdh9	0.34460172708717596
BC	BC7	ENSMUSG00000042453	Reln	0.31969915184048564
BC	BC7	ENSMUSG00000055421	Pcdh9	0.3078448868938231
BC	BC7	ENSMUSG00000058056	Palld	0.29383409439586705
BC	BC7	ENSMUSG00000023267	Gabrr2	0.27708544915038824
BC	BC7	ENSMUSG00000059810	Rgs3	0.2702701944672432
BC	BC7	ENSMUSG00000004347	Pde1c	0.2693199019253698
BC	BC7	ENSMUSG00000047495	Dlgap2	0.2654881889306872
BC	BC7	ENSMUSG00000026872	Zeb2	0.2624482377899165
BC	BC7	ENSMUSG00000026193	Fn1	0.26065938561889046
BC	BC7	ENSMUSG00000039488	Cntn5	-0.6993335193132566
BC	BC7	ENSMUSG00000005649	Cabp5	-0.5193593253834821
BC	BC7	ENSMUSG00000045103	Dmd	-0.4506311027264264
BC	BC7	ENSMUSG00000029663	Gngt1	-0.3777720851737633
BC	BC7	ENSMUSG00000059857	Ntng1	-0.3571613079752268
BC	BC7	ENSMUSG00000040037	Negr1	-0.35366250408654754
BC	BC7	ENSMUSG00000052551	Adarb2	-0.3528148105255991
BC	BC7	ENSMUSG00000064293	Cntn4	-0.352235837666054
BC	BC7	ENSMUSG00000049252	Lrp1b	-0.3492423755797645
BC	BC7	ENSMUSG00000001175	Calm1	-0.3483580431428173
BC	BC7	ENSMUSG00000052305	Hbb-bs	-0.345104496183972
BC	BC7	ENSMUSG00000054640	Slc8a1	-0.326457313321929
BC	BC7	ENSMUSG00000090223	Pcp4	-0.3093794062962145
BC	BC7	ENSMUSG00000069919	Hba-a1	-0.30160534010360085
BC	BC7	ENSMUSG00000092341	Malat1	-0.3005264281633353
BC	BC7	ENSMUSG00000028565	Nfia	-0.2959166747535178
BC	BC7	ENSMUSG00000028289	Epha7	-0.29499959418435434
BC	BC7	ENSMUSG00000069917	Hba-a2	-0.29449522011894713
BC	BC7	ENSMUSG00000057378	Ryr3	-0.28661045799186924
BC	BC7	ENSMUSG00000048015	Neurod4	-0.2801714689307558
BC	BC8	ENSMUSG00000022311	Csmd3	0.9573136758418987
BC	BC8	ENSMUSG00000049252	Lrp1b	0.6579225052067961
BC	BC8	ENSMUSG00000029108	Pcdh7	0.6371504218359265
BC	BC8	ENSMUSG00000110246	C130073E24Rik	0.5747228820087469
BC	BC8	ENSMUSG00000049336	Tenm2	0.5022644221853468
BC	BC8	ENSMUSG00000052551	Adarb2	0.5018222665650264
BC	BC8	ENSMUSG00000054162	Spock3	0.4992168892910641
BC	BC8	ENSMUSG00000061080	Lsamp	0.4867873970239528
BC	BC8	ENSMUSG00000021010	Npas3	0.4490515510190635
BC	BC8	ENSMUSG00000022340	Sybu	0.4158315962870609
BC	BC8	ENSMUSG00000051177	Plcb1	0.39058761577260925
BC	BC8	ENSMUSG00000039419	Cntnap2	0.37774321783133696
BC	BC8	ENSMUSG00000063626	Unc5d	0.3565583289211583
BC	BC8	ENSMUSG00000028832	Stmn1	0.3385938828344185
BC	BC8	ENSMUSG00000062991	Nrg1_ENSMUSG00000062991	0.3363918020221216
BC	BC8	ENSMUSG00000070866	Zfp804a	0.3264314974620986
BC	BC8	ENSMUSG00000045103	Dmd	0.31710295335063293
BC	BC8	ENSMUSG00000031561	Tenm3	0.3125091048935949
BC	BC8	ENSMUSG00000110375	Gm45323	0.3071113837250639
BC	BC8	ENSMUSG00000038418	Egr1	0.30706033164184493
BC	BC8	ENSMUSG00000027827	Kcnab1	-0.46219416114915973
BC	BC8	ENSMUSG00000092341	Malat1	-0.4048403929444683
BC	BC8	ENSMUSG00000059974	Ntm	-0.3950164473564143
BC	BC8	ENSMUSG00000032036	Kirrel3	-0.3668879836632157
BC	BC8	ENSMUSG00000092094	Zfp804b	-0.3617426380063693
BC	BC8	ENSMUSG00000016150	Tenm1	-0.36094951460687275
BC	BC8	ENSMUSG00000021268	Meg3	-0.33863239831890213
BC	BC8	ENSMUSG00000030270	Cpne9	-0.3232649267499101
BC	BC8	ENSMUSG00000004630	Pcp2	-0.31629370207074387
BC	BC8	ENSMUSG00000052613	Pcdh15	-0.3143338463685881
BC	BC8	ENSMUSG00000021337	Scgn	-0.3132856996526474
BC	BC8	ENSMUSG00000059857	Ntng1	-0.3113566544326433
BC	BC8	ENSMUSG00000050711	Scg2	-0.3074410651630124
BC	BC8	ENSMUSG00000044042	Fmn1	-0.2834677311570721
BC	BC8	ENSMUSG00000064370	mt-Cytb	-0.27683051876848264
BC	BC8	ENSMUSG00000039488	Cntn5	-0.2671137292681479
BC	BC8	ENSMUSG00000036510	Cdh8	-0.2611750921240199
BC	BC8	ENSMUSG00000052572	Dlg2	-0.2595138180711196
BC	BC8	ENSMUSG00000064341	mt-Nd1	-0.2584343288748502
BC	BC8	ENSMUSG00000066392	Nrxn3	-0.25147045808438473
BC	BC9	ENSMUSG00000030270	Cpne9	0.44928965157295675
BC	BC9	ENSMUSG00000016150	Tenm1	0.4413664020970245
BC	BC9	ENSMUSG00000027827	Kcnab1	0.38874903365350294
BC	BC9	ENSMUSG00000049252	Lrp1b	0.37334683555774834
BC	BC9	ENSMUSG00000034755	Pcdh11x	0.35899462100385043
BC	BC9	ENSMUSG00000047907	Tshz2	0.3195964350205693
BC	BC9	ENSMUSG00000059146	Ntrk3	0.2492865559852805
BC	BC9	ENSMUSG00000057132	Rpgrip1	0.245313396971604
BC	BC9	ENSMUSG00000059187	Tafa1	0.23989245167128648
BC	BC9	ENSMUSG00000032036	Kirrel3	0.2325223557779383
BC	BC9	ENSMUSG00000052727	Map1b	0.22598275425407482
BC	BC9	ENSMUSG00000052551	Adarb2	0.2225127454017666
BC	BC9	ENSMUSG00000044349	Snhg11	0.21766149320071274
BC	BC9	ENSMUSG00000020297	Nsg2	0.20046919782086897
BC	BC9	ENSMUSG00000036309	Skp1	0.18066508365541517
BC	BC9	ENSMUSG00000000416	Cttnbp2	0.1700540926599598
BC	BC9	ENSMUSG00000063626	Unc5d	0.1638398875221822
BC	BC9	ENSMUSG00000027350	Chgb	0.159230928417999
BC	BC9	ENSMUSG00000038811	Gngt2	0.15639976458139887
BC	BC9	ENSMUSG00000027834	Serpini1	0.15414720213440403
BC	BC9	ENSMUSG00000049336	Tenm2	-0.45702023568204114
BC	BC9	ENSMUSG00000045103	Dmd	-0.35634446650412843
BC	BC9	ENSMUSG00000031561	Tenm3	-0.29015903224689216
BC	BC9	ENSMUSG00000110246	C130073E24Rik	-0.2845548821991004
BC	BC9	ENSMUSG00000034912	Mdga2	-0.25872661959586996
BC	BC9	ENSMUSG00000028525	Pde4b	-0.24648017857443671
BC	BC9	ENSMUSG00000022311	Csmd3	-0.2453468882687119
BC	BC9	ENSMUSG00000029108	Pcdh7	-0.24465047975694065
BC	BC9	ENSMUSG00000037940	Inpp4b	-0.23166598297351224
BC	BC9	ENSMUSG00000032625	Thsd7a	-0.22807967057193523
BC	BC9	ENSMUSG00000022340	Sybu	-0.20670377070343293
BC	BC9	ENSMUSG00000048015	Neurod4	-0.2014817989891105
BC	BC9	ENSMUSG00000054162	Spock3	-0.19914484103773844
BC	BC9	ENSMUSG00000070866	Zfp804a	-0.17575685034099284
BC	BC9	ENSMUSG00000027562	Car2	-0.17307464163221986
BC	BC9	ENSMUSG00000071424	Grid2	-0.16850444656082386
BC	BC9	ENSMUSG00000021730	Hcn1	-0.1670593104555351
BC	BC9	ENSMUSG00000028399	Ptprd	-0.1658849932790686
BC	BC9	ENSMUSG00000047161	Chst9	-0.1590397391021644
BC	BC9	ENSMUSG00000106515	Gm30382	-0.1583987699414679
BC	RBC	ENSMUSG00000090223	Pcp4	0.6764029781364052
BC	RBC	ENSMUSG00000050965	Prkca	0.6459182627219217
BC	RBC	ENSMUSG00000064293	Cntn4	0.58963237479865
BC	RBC	ENSMUSG00000004630	Pcp2	0.5722687152290434
BC	RBC	ENSMUSG00000001175	Calm1	0.4539327135761375
BC	RBC	ENSMUSG00000027350	Chgb	0.441074223577494
BC	RBC	ENSMUSG00000052581	Lrrtm4	0.3550365918670489
BC	RBC	ENSMUSG00000030523	Trpm1	0.31517839681887744
BC	RBC	ENSMUSG00000025085	Ablim1	0.30692331390909483
BC	RBC	ENSMUSG00000041261	Car8	0.298746586446016
BC	RBC	ENSMUSG00000020704	Asic2	0.2703986395655598
BC	RBC	ENSMUSG00000039629	Strip2	0.25650939829777425
BC	RBC	ENSMUSG00000026335	Pam	0.25553153829500186
BC	RBC	ENSMUSG00000020728	Cep112	0.24531372549160774
BC	RBC	ENSMUSG00000022708	Zbtb20	0.24301311702929557
BC	RBC	ENSMUSG00000037610	Kcnmb2	0.23909462402912698
BC	RBC	ENSMUSG00000022514	Il1rap	0.22295072215960526
BC	RBC	ENSMUSG00000030092	Cntn6	0.21581211521066643
BC	RBC	ENSMUSG00000103510	Gm30725	0.21465450791255794
BC	RBC	ENSMUSG00000103428	Gm20754	0.20827158344343616
BC	RBC	ENSMUSG00000052305	Hbb-bs	-0.7027802303013211
BC	RBC	ENSMUSG00000069919	Hba-a1	-0.6006050449176347
BC	RBC	ENSMUSG00000069917	Hba-a2	-0.5631728179793579
BC	RBC	ENSMUSG00000092094	Zfp804b	-0.5622816027896089
BC	RBC	ENSMUSG00000055421	Pcdh9	-0.5193021842026585
BC	RBC	ENSMUSG00000022876	Samsn1	-0.3793276059601026
BC	RBC	ENSMUSG00000073940	Hbb-bt	-0.37440045693824525
BC	RBC	ENSMUSG00000060534	Dcc	-0.31761542857243286
BC	RBC	ENSMUSG00000092083	Kcnb2	-0.29714919017368124
BC	RBC	ENSMUSG00000049336	Tenm2	-0.2959029823406512
BC	RBC	ENSMUSG00000040420	Cdh18	-0.29328227306741605
BC	RBC	ENSMUSG00000034891	Sncb	-0.2893777548453097
BC	RBC	ENSMUSG00000029245	Epha5	-0.2715158340020288
BC	RBC	ENSMUSG00000021337	Scgn	-0.27096548210518734
BC	RBC	ENSMUSG00000033981	Gria2	-0.26784765952177836
BC	RBC	ENSMUSG00000022892	App	-0.2674120539604174
BC	RBC	ENSMUSG00000098682	Otx2os1	-0.2614228824530563
BC	RBC	ENSMUSG00000068748	Ptprz1	-0.25625827305944504
BC	RBC	ENSMUSG00000045103	Dmd	-0.24886525362035436
BC	RBC	ENSMUSG00000071424	Grid2	-0.2431424464480256
