Name	Major_Name	Marker	Ensembl	Coefficient
Rod	Rod	Ptgds	Ptgds	-0.39042729571073276
Rod	Rod	Pde6h	Pde6h	-0.3900984704383267
Rod	Rod	Ttr	Ttr	-0.3879809457401081
Rod	Rod	Gngt2	Gngt2	-0.38211632813819674
Rod	Rod	Grip1	Grip1	-0.3629579259009779
Rod	Rod	Asic2	Asic2	-0.35876055177519217
Rod	Rod	Mt1	Mt1	-0.35823467579781565
Rod	Rod	Rlbp1	Rlbp1	-0.35722092800548033
Rod	Rod	Basp1	Basp1	-0.3454423367265625
Rod	Rod	Tenm2	Tenm2	-0.3429090317739658
Rod	Rod	Kcnip4	Kcnip4	-0.3425503753453615
Rod	Rod	Otx2	Otx2	-0.34197514667367807
